iteracao,score
15090,-4214.637005117203
15100,-4214.637005117203
15110,-4214.637005117203
15120,-4214.637005117203
15130,-4214.637005117203
15140,-4214.637005117203
15150,-4214.637005117203
15160,-4214.637005117203
15170,-4214.637005117203
15180,-4214.637005117203
15190,-4214.637005117203
15200,-4214.637005117203
15210,-4214.637005117203
15220,-4214.637005117203
15230,-4214.637005117203
15240,-4214.637005117203
15250,-4214.637005117203
15260,-4214.637005117203
15270,-4214.637005117203
15280,-4214.637005117203
15290,-4214.637005117203
15300,-4214.637005117203
15310,-4214.637005117203
15320,-4214.637005117203
15330,-4214.637005117203
15340,-4214.637005117203
15350,-4214.637005117203
15360,-4214.637005117203
15370,-4214.637005117203
15380,-4214.637005117203
15390,-4214.637005117203
15400,-4214.637005117203
15410,-4214.637005117203
15420,-4214.637005117203
15430,-4214.637005117203
15440,-4214.637005117203
15450,-4214.637005117203
15460,-4214.637005117203
15470,-4214.637005117203
15480,-4214.637005117203
15490,-4214.637005117203
15500,-4214.637005117203
15510,-4214.637005117203
15520,-4214.637005117203
15530,-4214.637005117203
15540,-4214.637005117203
15550,-4214.637005117203
15560,-4214.637005117203
15570,-4214.637005117203
15580,-4214.637005117203
15590,-4214.637005117203
15600,-4214.637005117203
15610,-4214.637005117203
15620,-4214.637005117203
15630,-4214.637005117203
15640,-4214.637005117203
15650,-4214.637005117203
15660,-4214.637005117203
15670,-4214.637005117203
15680,-4214.637005117203
15690,-4214.637005117203
15700,-4214.637005117203
15710,-4214.637005117203
15720,-4214.637005117203
15730,-4214.637005117203
15740,-4214.637005117203
15750,-4214.637005117203
15760,-4214.637005117203
15770,-4214.637005117203
15780,-4214.637005117203
15790,-4214.637005117203
15800,-4214.637005117203
15810,-4214.637005117203
15820,-4214.637005117203
15830,-4214.637005117203
15840,-4214.637005117203
15850,-4214.637005117203
15860,-4214.637005117203
15870,-4214.637005117203
15880,-4214.637005117203
15890,-4214.637005117203
15900,-4214.637005117203
15910,-4214.637005117203
15920,-4214.637005117203
15930,-4214.637005117203
15940,-4214.637005117203
15950,-4214.637005117203
15960,-4214.637005117203
15970,-4214.637005117203
15980,-4214.637005117203
15990,-4214.637005117203
16000,-4214.637005117203
16010,-4214.637005117203
16020,-4214.637005117203
16030,-4214.637005117203
16040,-4214.637005117203
16050,-4214.637005117203
16060,-4214.637005117203
16070,-4214.637005117203
16080,-4214.637005117203
16090,-4214.637005117203
16100,-4214.637005117203
16110,-4214.637005117203
16120,-4214.637005117203
16130,-4214.637005117203
16140,-4214.637005117203
16150,-4214.637005117203
16160,-4214.637005117203
16170,-4214.637005117203
16180,-4214.637005117203
16190,-4214.637005117203
16200,-4214.637005117203
16210,-4214.637005117203
16220,-4214.637005117203
16230,-4214.637005117203
16240,-4214.637005117203
16250,-4214.637005117203
16260,-4214.637005117203
16270,-4214.637005117203
16280,-4214.637005117203
16290,-4214.637005117203
16300,-4214.637005117203
16310,-4214.637005117203
16320,-4214.637005117203
16330,-4214.637005117203
16340,-4214.637005117203
16350,-4214.637005117203
16360,-4214.637005117203
16370,-4214.637005117203
16380,-4214.637005117203
16390,-4214.637005117203
16400,-4214.637005117203
16410,-4214.637005117203
16420,-4214.637005117203
16430,-4214.637005117203
16440,-4214.637005117203
16450,-4214.637005117203
16460,-4214.637005117203
16470,-4214.637005117203
16480,-4214.637005117203
16490,-4214.637005117203
16500,-4214.637005117203
16510,-4214.637005117203
16520,-4214.637005117203
16530,-4214.637005117203
16540,-4214.637005117203
16550,-4214.637005117203
16560,-4214.637005117203
16570,-4214.637005117203
16580,-4214.637005117203
16590,-4214.637005117203
16600,-4214.637005117203
16610,-4214.637005117203
16620,-4214.637005117203
16630,-4214.637005117203
16640,-4214.637005117203
16650,-4214.637005117203
16660,-4214.637005117203
16670,-4214.637005117203
16680,-4214.637005117203
16690,-4214.637005117203
16700,-4214.637005117203
16710,-4214.637005117203
16720,-4214.637005117203
16730,-4214.637005117203
16740,-4214.637005117203
16750,-4214.637005117203
16760,-4214.637005117203
16770,-4214.637005117203
16780,-4214.637005117203
16790,-4214.637005117203
16800,-4214.637005117203
16810,-4214.637005117203
16820,-4214.637005117203
16830,-4214.637005117203
16840,-4214.637005117203
16850,-4214.637005117203
16860,-4214.637005117203
16870,-4214.637005117203
16880,-4214.637005117203
16890,-4214.637005117203
16900,-4214.637005117203
16910,-4214.637005117203
16920,-4214.637005117203
16930,-4214.637005117203
16940,-4214.637005117203
16950,-4214.637005117203
16960,-4214.637005117203
16970,-4214.637005117203
16980,-4214.637005117203
16990,-4214.637005117203
17000,-4214.637005117203
17010,-4214.637005117203
17020,-4214.637005117203
17030,-4214.637005117203
17040,-4214.637005117203
17050,-4214.637005117203
17060,-4214.637005117203
17070,-4214.637005117203
17080,-4214.637005117203
17090,-4214.637005117203
17100,-4214.637005117203
17110,-4214.637005117203
17120,-4214.637005117203
17130,-4214.637005117203
17140,-4214.637005117203
17150,-4214.637005117203
17160,-4214.637005117203
17170,-4214.637005117203
17180,-4214.637005117203
17190,-4214.637005117203
17200,-4214.637005117203
17210,-4214.637005117203
17220,-4214.637005117203
17230,-4214.637005117203
17240,-4214.637005117203
17250,-4214.637005117203
17260,-4214.637005117203
17270,-4214.637005117203
17280,-4214.637005117203
17290,-4214.637005117203
17300,-4214.637005117203
17310,-4214.637005117203
17320,-4214.637005117203
17330,-4214.637005117203
17340,-4214.637005117203
17350,-4214.637005117203
17360,-4214.637005117203
17370,-4214.637005117203
17380,-4214.637005117203
17390,-4214.637005117203
17400,-4214.637005117203
17410,-4214.637005117203
17420,-4214.637005117203
17430,-4214.637005117203
17440,-4214.637005117203
17450,-4214.637005117203
17460,-4214.637005117203
17470,-4214.637005117203
17480,-4214.637005117203
17490,-4214.637005117203
17500,-4214.637005117203
17510,-4214.637005117203
17520,-4214.637005117203
17530,-4214.637005117203
17540,-4214.637005117203
17550,-4214.637005117203
17560,-4214.637005117203
17570,-4214.637005117203
17580,-4214.637005117203
17590,-4214.637005117203
17600,-4214.637005117203
17610,-4214.637005117203
17620,-4214.637005117203
17630,-4214.637005117203
17640,-4214.637005117203
17650,-4214.637005117203
17660,-4214.637005117203
17670,-4214.637005117203
17680,-4214.637005117203
17690,-4214.637005117203
17700,-4214.637005117203
17710,-4214.637005117203
17720,-4214.637005117203
17730,-4214.637005117203
17740,-4214.637005117203
17750,-4214.637005117203
17760,-4214.637005117203
17770,-4214.637005117203
17780,-4214.637005117203
17790,-4214.637005117203
17800,-4214.637005117203
17810,-4214.637005117203
17820,-4214.637005117203
17830,-4214.637005117203
17840,-4214.637005117203
17850,-4214.637005117203
17860,-4214.637005117203
17870,-4214.637005117203
17880,-4214.637005117203
17890,-4214.637005117203
17900,-4214.637005117203
17910,-4214.637005117203
17920,-4214.637005117203
17930,-4214.637005117203
17940,-4214.637005117203
17950,-4214.637005117203
17960,-4214.637005117203
17970,-4214.637005117203
17980,-4214.637005117203
17990,-4214.637005117203
18000,-4214.637005117203
18010,-4214.637005117203
18020,-4214.637005117203
18030,-4214.637005117203
18040,-4214.637005117203
18050,-4214.637005117203
18060,-4214.637005117203
18070,-4214.637005117203
18080,-4214.637005117203
18090,-4214.637005117203
18100,-4214.637005117203
18110,-4214.637005117203
18120,-4214.637005117203
18130,-4214.637005117203
18140,-4214.637005117203
18150,-4214.637005117203
18160,-4214.637005117203
18170,-4214.637005117203
18180,-4214.637005117203
18190,-4214.637005117203
18200,-4214.637005117203
18210,-4214.637005117203
18220,-4214.637005117203
18230,-4214.637005117203
18240,-4214.637005117203
18250,-4214.637005117203
18260,-4214.637005117203
18270,-4214.637005117203
18280,-4214.637005117203
18290,-4214.637005117203
18300,-4214.637005117203
18310,-4214.637005117203
18320,-4214.637005117203
18330,-4214.637005117203
18340,-4214.637005117203
18350,-4214.637005117203
18360,-4214.637005117203
18370,-4214.637005117203
18380,-4214.637005117203
18390,-4214.637005117203
18400,-4214.637005117203
18410,-4214.637005117203
18420,-4214.637005117203
18430,-4214.637005117203
18440,-4214.637005117203
18450,-4214.637005117203
18460,-4214.637005117203
18470,-4214.637005117203
18480,-4214.637005117203
18490,-4214.637005117203
18500,-4214.637005117203
18510,-4214.637005117203
18520,-4214.637005117203
18530,-4214.637005117203
18540,-4214.637005117203
18550,-4214.637005117203
18560,-4214.637005117203
18570,-4214.637005117203
18580,-4214.637005117203
18590,-4214.637005117203
18600,-4214.637005117203
18610,-4214.637005117203
18620,-4214.637005117203
18630,-4214.637005117203
18640,-4214.637005117203
18650,-4214.637005117203
18660,-4214.637005117203
18670,-4214.637005117203
18680,-4214.637005117203
18690,-4214.637005117203
18700,-4214.637005117203
18710,-4214.637005117203
18720,-4214.637005117203
18730,-4214.637005117203
18740,-4214.637005117203
18750,-4214.637005117203
18760,-4214.637005117203
18770,-4214.637005117203
18780,-4214.637005117203
18790,-4214.637005117203
18800,-4214.637005117203
18810,-4214.637005117203
18820,-4214.637005117203
18830,-4214.637005117203
18840,-4214.637005117203
18850,-4214.637005117203
18860,-4214.637005117203
18870,-4214.637005117203
18880,-4214.637005117203
18890,-4214.637005117203
18900,-4214.637005117203
18910,-4214.637005117203
18920,-4214.637005117203
18930,-4214.637005117203
18940,-4214.637005117203
18950,-4214.637005117203
18960,-4214.637005117203
18970,-4214.637005117203
18980,-4214.637005117203
18990,-4214.637005117203
19000,-4214.637005117203
19010,-4214.637005117203
19020,-4214.637005117203
19030,-4214.637005117203
19040,-4214.637005117203
19050,-4214.637005117203
19060,-4214.637005117203
19070,-4214.637005117203
19080,-4214.637005117203
19090,-4214.637005117203
19100,-4214.637005117203
19110,-4214.637005117203
19120,-4214.637005117203
19130,-4214.637005117203
19140,-4214.637005117203
19150,-4214.637005117203
19160,-4214.637005117203
19170,-4214.637005117203
19180,-4214.637005117203
19190,-4214.637005117203
19200,-4214.637005117203
19210,-4214.637005117203
19220,-4214.637005117203
19230,-4214.637005117203
19240,-4214.637005117203
19250,-4214.637005117203
19260,-4214.637005117203
19270,-4214.637005117203
19280,-4214.637005117203
19290,-4214.637005117203
19300,-4214.637005117203
19310,-4214.637005117203
19320,-4214.637005117203
19330,-4214.637005117203
19340,-4214.637005117203
19350,-4214.637005117203
19360,-4214.637005117203
19370,-4214.637005117203
19380,-4214.637005117203
19390,-4214.637005117203
19400,-4214.637005117203
19410,-4214.637005117203
19420,-4214.637005117203
19430,-4214.637005117203
19440,-4214.637005117203
19450,-4214.637005117203
19460,-4214.637005117203
19470,-4214.637005117203
19480,-4214.637005117203
19490,-4214.637005117203
19500,-4214.637005117203
19510,-4214.637005117203
19520,-4214.637005117203
19530,-4214.637005117203
19540,-4214.637005117203
19550,-4214.637005117203
19560,-4214.637005117203
19570,-4214.637005117203
19580,-4214.637005117203
19590,-4214.637005117203
19600,-4214.637005117203
19610,-4214.637005117203
19620,-4214.637005117203
19630,-4214.637005117203
19640,-4214.637005117203
19650,-4214.637005117203
19660,-4214.637005117203
19670,-4214.637005117203
19680,-4214.637005117203
19690,-4214.637005117203
19700,-4214.637005117203
19710,-4214.637005117203
19720,-4214.637005117203
19730,-4214.637005117203
19740,-4214.637005117203
19750,-4214.637005117203
19760,-4214.637005117203
19770,-4214.637005117203
19780,-4214.637005117203
19790,-4214.637005117203
19800,-4214.637005117203
19810,-4214.637005117203
19820,-4214.637005117203
19830,-4214.637005117203
19840,-4214.637005117203
19850,-4214.637005117203
19860,-4214.637005117203
19870,-4214.637005117203
19880,-4214.637005117203
19890,-4214.637005117203
19900,-4214.637005117203
19910,-4214.637005117203
19920,-4214.637005117203
19930,-4214.637005117203
19940,-4214.637005117203
19950,-4214.637005117203
19960,-4214.637005117203
19970,-4214.637005117203
19980,-4214.637005117203
19990,-4214.637005117203
20000,-4214.637005117203
20010,-4214.637005117203
20020,-4214.637005117203
20030,-4214.637005117203
20040,-4214.637005117203
20050,-4214.637005117203
20060,-4214.637005117203
20070,-4214.637005117203
20080,-4214.637005117203
20090,-4214.637005117203
20100,-4214.637005117203
20110,-4214.637005117203
20120,-4214.637005117203
20130,-4214.637005117203
20140,-4214.637005117203
20150,-4214.637005117203
20160,-4214.637005117203
20170,-4214.637005117203
20180,-4214.637005117203
20190,-4214.637005117203
20200,-4214.637005117203
20210,-4214.637005117203
20220,-4214.637005117203
20230,-4214.637005117203
20240,-4214.637005117203
20250,-4214.637005117203
20260,-4214.637005117203
20270,-4214.637005117203
20280,-4214.637005117203
20290,-4214.637005117203
20300,-4214.637005117203
20310,-4214.637005117203
20320,-4214.637005117203
20330,-4214.637005117203
20340,-4214.637005117203
20350,-4214.637005117203
20360,-4214.637005117203
20370,-4214.637005117203
20380,-4214.637005117203
20390,-4214.637005117203
20400,-4214.637005117203
20410,-4214.637005117203
20420,-4214.637005117203
20430,-4214.637005117203
20440,-4214.637005117203
20450,-4214.637005117203
20460,-4214.637005117203
20470,-4214.637005117203
20480,-4214.637005117203
20490,-4214.637005117203
20500,-4214.637005117203
20510,-4214.637005117203
20520,-4214.637005117203
20530,-4214.637005117203
20540,-4214.637005117203
20550,-4214.637005117203
20560,-4214.637005117203
20570,-4214.637005117203
20580,-4214.637005117203
20590,-4214.637005117203
20600,-4214.637005117203
20610,-4214.637005117203
20620,-4214.637005117203
20630,-4214.637005117203
20640,-4214.637005117203
20650,-4214.637005117203
20660,-4214.637005117203
20670,-4214.637005117203
20680,-4214.637005117203
20690,-4214.637005117203
20700,-4214.637005117203
20710,-4214.637005117203
20720,-4214.637005117203
20730,-4214.637005117203
20740,-4214.637005117203
20750,-4214.637005117203
20760,-4214.637005117203
20770,-4214.637005117203
20780,-4214.637005117203
20790,-4214.637005117203
20800,-4214.637005117203
20810,-4214.637005117203
20820,-4214.637005117203
20830,-4214.637005117203
20840,-4214.637005117203
20850,-4214.637005117203
20860,-4214.637005117203
20870,-4214.637005117203
20880,-4214.637005117203
20890,-4214.637005117203
20900,-4214.637005117203
20910,-4214.637005117203
20920,-4214.637005117203
20930,-4214.637005117203
20940,-4214.637005117203
20950,-4214.637005117203
20960,-4214.637005117203
20970,-4214.637005117203
20980,-4214.637005117203
20990,-4214.637005117203
21000,-4214.637005117203
21010,-4214.637005117203
21020,-4214.637005117203
21030,-4214.637005117203
21040,-4214.637005117203
21050,-4214.637005117203
21060,-4214.637005117203
21070,-4214.637005117203
21080,-4214.637005117203
21090,-4214.637005117203
21100,-4214.637005117203
21110,-4214.637005117203
21120,-4214.637005117203
21130,-4214.637005117203
21140,-4214.637005117203
21150,-4214.637005117203
21160,-4214.637005117203
21170,-4214.637005117203
21180,-4214.637005117203
21190,-4214.637005117203
21200,-4214.637005117203
21210,-4214.637005117203
21220,-4214.637005117203
21230,-4214.637005117203
21240,-4214.637005117203
21250,-4214.637005117203
21260,-4214.637005117203
21270,-4214.637005117203
21280,-4214.637005117203
21290,-4214.637005117203
21300,-4214.637005117203
21310,-4214.637005117203
21320,-4214.637005117203
21330,-4214.637005117203
21340,-4214.637005117203
21350,-4214.637005117203
21360,-4214.637005117203
21370,-4214.637005117203
21380,-4214.637005117203
21390,-4214.637005117203
21400,-4214.637005117203
21410,-4214.637005117203
21420,-4214.637005117203
21430,-4214.637005117203
21440,-4214.637005117203
21450,-4214.637005117203
21460,-4214.637005117203
21470,-4214.637005117203
21480,-4214.637005117203
21490,-4214.637005117203
21500,-4214.637005117203
21510,-4214.637005117203
21520,-4214.637005117203
21530,-4214.637005117203
21540,-4214.637005117203
21550,-4214.637005117203
21560,-4214.637005117203
21570,-4214.637005117203
21580,-4214.637005117203
21590,-4214.637005117203
21600,-4214.637005117203
21610,-4214.637005117203
21620,-4214.637005117203
21630,-4214.637005117203
21640,-4214.637005117203
21650,-4214.637005117203
21660,-4214.637005117203
21670,-4214.637005117203
21680,-4214.637005117203
21690,-4214.637005117203
21700,-4214.637005117203
21710,-4214.637005117203
21720,-4214.637005117203
21730,-4214.637005117203
21740,-4214.637005117203
21750,-4214.637005117203
21760,-4214.637005117203
21770,-4214.637005117203
21780,-4214.637005117203
21790,-4214.637005117203
21800,-4214.637005117203
21810,-4214.637005117203
21820,-4214.637005117203
21830,-4214.637005117203
21840,-4214.637005117203
21850,-4214.637005117203
21860,-4214.637005117203
21870,-4214.637005117203
21880,-4214.637005117203
21890,-4214.637005117203
21900,-4214.637005117203
21910,-4214.637005117203
21920,-4214.637005117203
21930,-4214.637005117203
21940,-4214.637005117203
21950,-4214.637005117203
21960,-4214.637005117203
21970,-4214.637005117203
21980,-4214.637005117203
21990,-4214.637005117203
22000,-4214.637005117203
22010,-4214.637005117203
22020,-4214.637005117203
22030,-4214.637005117203
22040,-4214.637005117203
22050,-4214.637005117203
22060,-4214.637005117203
22070,-4214.637005117203
22080,-4214.637005117203
22090,-4214.637005117203
22100,-4214.637005117203
22110,-4214.637005117203
22120,-4214.637005117203
22130,-4214.637005117203
22140,-4214.637005117203
22150,-4214.637005117203
22160,-4214.637005117203
22170,-4214.637005117203
22180,-4214.637005117203
22190,-4214.637005117203
22200,-4214.637005117203
22210,-4214.637005117203
22220,-4214.637005117203
22230,-4214.637005117203
22240,-4214.637005117203
22250,-4214.637005117203
22260,-4214.637005117203
22270,-4214.637005117203
22280,-4214.637005117203
22290,-4214.637005117203
22300,-4214.637005117203
22310,-4214.637005117203
22320,-4214.637005117203
22330,-4214.637005117203
22340,-4214.637005117203
22350,-4214.637005117203
22360,-4214.637005117203
22370,-4214.637005117203
22380,-4214.637005117203
22390,-4214.637005117203
22400,-4214.637005117203
22410,-4214.637005117203
